"pokemon_id","version_group_id","move_id","pokemon_move_method_id","level","order"
8,18,39,1,1,2.0
8,18,39,1,4,""
8,18,44,1,17,""
8,18,55,1,1,3.0
8,18,55,1,7,""
8,18,56,1,49,""
8,18,57,4,0,""
8,18,58,4,0,""
8,18,59,4,0,""
8,18,92,4,0,""
8,18,104,4,0,""
8,18,110,1,10,""
8,18,127,4,0,""
8,18,130,1,37,""
8,18,145,1,13,""
8,18,156,4,0,""
8,18,164,4,0,""
8,18,173,3,0,""
8,18,182,1,25,""
8,18,182,4,0,""
8,18,196,3,0,""
8,18,207,4,0,""
8,18,213,4,0,""
8,18,214,4,0,""
8,18,216,4,0,""
8,18,218,4,0,""
8,18,229,1,21,""
8,18,231,3,0,""
8,18,237,4,0,""
8,18,240,1,45,""
8,18,240,4,0,""
8,18,258,4,0,""
8,18,263,4,0,""
8,18,264,3,0,""
8,18,280,4,0,""
8,18,317,4,0,""
8,18,334,1,41,""
8,18,334,3,0,""
8,18,352,1,29,""
8,18,352,3,0,""
8,18,360,4,0,""
8,18,374,4,0,""
8,18,401,1,33,""
8,18,401,3,0,""
8,18,406,3,0,""
8,18,428,3,0,""
8,18,496,4,0,""
8,18,503,4,0,""
8,18,518,3,0,""
8,18,526,4,0,""
8,18,590,4,0,""
9,18,8,3,0,""
9,18,33,1,1,2.0
9,18,39,1,1,3.0
9,18,39,1,4,""
9,18,44,1,17,""
9,18,46,4,0,""
9,18,55,1,1,4.0
9,18,55,1,7,""
9,18,56,1,60,""
9,18,57,4,0,""
9,18,58,4,0,""
9,18,59,4,0,""
9,18,63,4,0,""
9,18,89,4,0,""
9,18,92,4,0,""
9,18,104,4,0,""
9,18,110,1,1,5.0
9,18,110,1,10,""
9,18,127,4,0,""
9,18,130,1,40,""
9,18,145,1,13,""
9,18,156,4,0,""
9,18,157,4,0,""
9,18,164,4,0,""
9,18,173,3,0,""
9,18,182,1,25,""
9,18,182,4,0,""
9,18,196,3,0,""
9,18,200,3,0,""
9,18,207,4,0,""
9,18,213,4,0,""
9,18,214,4,0,""
9,18,216,4,0,""
9,18,218,4,0,""
9,18,229,1,21,""
9,18,231,3,0,""
9,18,237,4,0,""
9,18,240,1,54,""
9,18,240,4,0,""
9,18,258,4,0,""
9,18,263,4,0,""
9,18,264,3,0,""
9,18,280,4,0,""
9,18,308,3,0,""
9,18,317,4,0,""
9,18,324,3,0,""
9,18,334,1,47,""
9,18,334,3,0,""
9,18,352,1,29,""
9,18,352,3,0,""
9,18,360,4,0,""
9,18,374,4,0,""
9,18,399,4,0,""
9,18,401,1,33,""
9,18,401,3,0,""
9,18,406,3,0,""
9,18,411,4,0,""
9,18,416,4,0,""
9,18,428,3,0,""
9,18,430,1,1,1.0
9,18,430,4,0,""
9,18,479,4,0,""
9,18,496,4,0,""
9,18,503,4,0,""
9,18,518,3,0,""
9,18,523,4,0,""
9,18,525,4,0,""
9,18,526,4,0,""
9,18,590,4,0,""
9,18,710,3,0,""
10,18,33,1,1,1.0
10,18,81,1,1,2.0
10,18,173,3,0,""
10,18,450,1,9,""
10,18,450,3,0,""
10,18,527,3,0,""
11,18,106,1,0,""
11,18,106,1,1,""
11,18,334,3,0,""
11,18,450,3,0,""
11,18,527,3,0,""
12,18,16,1,0,""
12,18,16,1,1,1.0
12,18,18,1,29,""
12,18,48,1,23,""
12,18,60,1,17,""
12,18,63,4,0,""
12,18,76,4,0,""
12,18,77,1,13,1.0
12,18,78,1,13,2.0
12,18,79,1,13,3.0
12,18,92,4,0,""
12,18,93,1,1,2.0
12,18,93,1,11,""
12,18,94,4,0,""
12,18,104,4,0,""
12,18,138,4,0,""
12,18,156,4,0,""
12,18,164,4,0,""
12,18,168,4,0,""
12,18,173,3,0,""
12,18,182,4,0,""
12,18,202,3,0,""
12,18,207,4,0,""
12,18,213,4,0,""
12,18,214,4,0,""
12,18,216,4,0,""
12,18,218,4,0,""
12,18,219,1,25,""
12,18,219,4,0,""
12,18,237,4,0,""
12,18,240,4,0,""
12,18,241,4,0,""
12,18,244,4,0,""
12,18,247,4,0,""
12,18,263,4,0,""
12,18,285,3,0,""
12,18,318,1,19,""
12,18,324,3,0,""
12,18,332,4,0,""
12,18,355,4,0,""
12,18,366,1,41,""
12,18,366,3,0,""
12,18,369,4,0,""
12,18,403,1,43,""
12,18,405,1,31,""
12,18,412,4,0,""
12,18,416,4,0,""
12,18,432,3,0,""
12,18,445,1,37,""
12,18,450,3,0,""
12,18,474,4,0,""
12,18,476,1,35,""
12,18,483,1,47,""
12,18,496,4,0,""
12,18,512,4,0,""
12,18,527,3,0,""
12,18,590,4,0,""
12,18,611,4,0,""
13,18,40,1,1,1.0
13,18,81,1,1,2.0
13,18,450,1,9,""
13,18,450,3,0,""
13,18,527,3,0,""
14,18,106,1,0,""
14,18,106,1,1,""
14,18,334,3,0,""
14,18,450,3,0,""
14,18,527,3,0,""
15,18,14,4,0,""
15,18,31,1,1,2.0
15,18,31,1,11,""
15,18,41,1,0,""
15,18,41,1,1,1.0
15,18,42,1,32,""
15,18,63,4,0,""
15,18,76,4,0,""
15,18,92,4,0,""
15,18,97,1,38,""
15,18,99,1,14,""
15,18,104,4,0,""
15,18,116,1,20,""
15,18,156,4,0,""
15,18,164,4,0,""
15,18,168,4,0,""
15,18,173,3,0,""
15,18,182,4,0,""
15,18,188,4,0,""
15,18,202,3,0,""
15,18,206,4,0,""
15,18,207,4,0,""
15,18,213,4,0,""
15,18,214,4,0,""
15,18,216,4,0,""
15,18,218,4,0,""
15,18,228,1,17,""
15,18,237,4,0,""
15,18,241,4,0,""
15,18,263,4,0,""
15,18,280,4,0,""
15,18,282,3,0,""
15,18,283,1,41,""
15,18,283,3,0,""
15,18,332,4,0,""
15,18,355,4,0,""
15,18,366,3,0,""
15,18,369,4,0,""
15,18,371,4,0,""
15,18,372,1,26,""
15,18,390,1,29,""
15,18,398,1,35,""
15,18,398,4,0,""
15,18,404,4,0,""
15,18,416,4,0,""
15,18,432,3,0,""
15,18,450,3,0,""
15,18,474,1,23,""
15,18,474,4,0,""
15,18,496,4,0,""
15,18,512,4,0,""
15,18,527,3,0,""
15,18,529,3,0,""
15,18,565,1,44,""
15,18,590,4,0,""
15,18,611,4,0,""
15,18,673,3,0,""
15,18,675,3,0,""
15,18,693,4,0,""
16,18,16,1,9,""
16,18,17,1,33,""
16,18,18,1,17,""
16,18,19,4,0,""
16,18,28,1,5,""
16,18,33,1,1,""
16,18,92,4,0,""
16,18,97,1,29,""
16,18,98,1,13,""
16,18,104,4,0,""
16,18,119,1,45,""
16,18,143,3,0,""
16,18,156,4,0,""
16,18,164,4,0,""
16,18,168,4,0,""
16,18,173,3,0,""
16,18,182,4,0,""
16,18,185,2,0,""
16,18,193,2,0,""
16,18,207,4,0,""
16,18,211,2,0,""
16,18,211,4,0,""
16,18,213,4,0,""
16,18,214,4,0,""
16,18,216,4,0,""
16,18,218,4,0,""
16,18,228,2,0,""
16,18,237,4,0,""
16,18,239,1,21,""
16,18,240,4,0,""
16,18,241,4,0,""
16,18,253,2,0,""
16,18,253,3,0,""
16,18,257,3,0,""
16,18,263,4,0,""
16,18,297,1,25,""
16,18,314,2,0,""
16,18,332,4,0,""
16,18,355,1,37,""
16,18,355,4,0,""
16,18,366,1,41,""
16,18,366,3,0,""
16,18,369,4,0,""
16,18,403,1,49,""
16,18,403,2,0,""
16,18,413,2,0,""
16,18,432,2,0,""
16,18,432,3,0,""
16,18,496,4,0,""
16,18,526,4,0,""
16,18,542,1,53,""
16,18,590,4,0,""
17,18,16,1,1,3.0
17,18,16,1,9,""
17,18,17,1,37,""
17,18,18,1,17,""
17,18,19,4,0,""
17,18,28,1,1,2.0
17,18,28,1,5,""
17,18,33,1,1,1.0
17,18,92,4,0,""
17,18,97,1,32,""
17,18,98,1,13,""
17,18,104,4,0,""
17,18,119,1,52,""
17,18,143,3,0,""
17,18,156,4,0,""
17,18,164,4,0,""
17,18,168,4,0,""
17,18,173,3,0,""
17,18,182,4,0,""
17,18,207,4,0,""
17,18,211,4,0,""
17,18,213,4,0,""
17,18,214,4,0,""
17,18,216,4,0,""
17,18,218,4,0,""
17,18,237,4,0,""
17,18,239,1,22,""
17,18,240,4,0,""
17,18,241,4,0,""
17,18,253,3,0,""
17,18,257,3,0,""
17,18,263,4,0,""
17,18,297,1,27,""
17,18,332,4,0,""
17,18,355,1,42,""
17,18,355,4,0,""
17,18,366,1,47,""
17,18,366,3,0,""
17,18,369,4,0,""
17,18,403,1,57,""
17,18,432,3,0,""
17,18,496,4,0,""
17,18,526,4,0,""
17,18,542,1,62,""
17,18,590,4,0,""
18,18,16,1,1,4.0
18,18,16,1,9,""
18,18,17,1,38,""
18,18,18,1,17,""
18,18,19,4,0,""
18,18,28,1,1,3.0
18,18,28,1,5,""
18,18,33,1,1,2.0
18,18,63,4,0,""
18,18,92,4,0,""
18,18,97,1,32,""
18,18,98,1,1,5.0
18,18,98,1,13,""
18,18,104,4,0,""
18,18,119,1,56,""
18,18,143,3,0,""
18,18,156,4,0,""
18,18,164,4,0,""
18,18,168,4,0,""
18,18,173,3,0,""
18,18,182,4,0,""
18,18,207,4,0,""
18,18,211,4,0,""
18,18,213,4,0,""
18,18,214,4,0,""
18,18,216,4,0,""
18,18,218,4,0,""
18,18,237,4,0,""
18,18,239,1,22,""
18,18,240,4,0,""
18,18,241,4,0,""
18,18,253,3,0,""
18,18,257,3,0,""
18,18,263,4,0,""
18,18,297,1,27,""
18,18,332,4,0,""
18,18,355,1,44,""
18,18,355,4,0,""
18,18,366,1,50,""
18,18,366,3,0,""
18,18,369,4,0,""
18,18,403,1,62,""
18,18,416,4,0,""
18,18,432,3,0,""
18,18,496,4,0,""
18,18,526,4,0,""
18,18,542,1,1,1.0
18,18,542,1,68,""
18,18,590,4,0,""
18,18,673,3,0,""
19,18,33,1,1,1.0
19,18,38,1,31,""
19,18,39,1,1,2.0
19,18,44,1,10,""
19,18,44,2,0,""
19,18,58,4,0,""
19,18,59,4,0,""
19,18,68,2,0,""
19,18,85,4,0,""
19,18,86,4,0,""
19,18,87,4,0,""
19,18,92,4,0,""
19,18,98,1,4,""
19,18,103,2,0,""
19,18,104,4,0,""
19,18,116,1,7,""
19,18,154,2,0,""
19,18,156,4,0,""
19,18,158,1,16,""
19,18,162,1,28,""
19,18,162,3,0,""
19,18,164,4,0,""
19,18,168,4,0,""
19,18,172,2,0,""
19,18,173,3,0,""
19,18,179,2,0,""
19,18,182,4,0,""
19,18,196,3,0,""
19,18,207,4,0,""
19,18,213,4,0,""
19,18,214,4,0,""
19,18,216,4,0,""
19,18,218,4,0,""
19,18,228,1,13,""
19,18,231,3,0,""
19,18,237,4,0,""
19,18,240,4,0,""
19,18,241,4,0,""
19,18,242,1,22,""
19,18,247,4,0,""
19,18,253,2,0,""
19,18,253,3,0,""
19,18,263,4,0,""
19,18,269,4,0,""
19,18,279,2,0,""
19,18,283,1,34,""
19,18,283,3,0,""
19,18,343,3,0,""
19,18,351,3,0,""
19,18,369,4,0,""
19,18,372,1,19,""
19,18,382,2,0,""
19,18,387,2,0,""
19,18,387,3,0,""
19,18,389,1,25,""
19,18,428,3,0,""
19,18,447,4,0,""
19,18,451,4,0,""
19,18,496,4,0,""
19,18,515,2,0,""
19,18,526,4,0,""
19,18,528,4,0,""
19,18,590,4,0,""
20,18,14,1,1,2.0
20,18,14,4,0,""
20,18,33,1,1,3.0
20,18,38,1,39,""
20,18,39,1,1,4.0
20,18,44,1,10,""
20,18,46,4,0,""
20,18,58,4,0,""
20,18,59,4,0,""
20,18,63,4,0,""
20,18,85,4,0,""
20,18,86,4,0,""
20,18,87,4,0,""
20,18,92,4,0,""
20,18,98,1,1,5.0
20,18,98,1,4,""
20,18,104,4,0,""
20,18,116,1,1,6.0
20,18,116,1,7,""
20,18,156,4,0,""
20,18,158,1,16,""
20,18,162,1,34,""
20,18,162,3,0,""
20,18,164,4,0,""
20,18,168,4,0,""
20,18,173,3,0,""
20,18,182,4,0,""
20,18,184,1,0,""
20,18,184,1,1,1.0
20,18,196,3,0,""
20,18,207,4,0,""
20,18,213,4,0,""
20,18,214,4,0,""
20,18,216,4,0,""
20,18,218,4,0,""
20,18,228,1,13,""
20,18,231,3,0,""
20,18,237,4,0,""
20,18,240,4,0,""
20,18,241,4,0,""
20,18,242,1,24,""
20,18,247,4,0,""
20,18,253,3,0,""
20,18,263,4,0,""
20,18,269,4,0,""
20,18,283,1,44,""
20,18,283,3,0,""
20,18,343,3,0,""
20,18,351,3,0,""
20,18,369,4,0,""
20,18,372,1,19,""
20,18,387,3,0,""
20,18,389,1,29,""
20,18,416,4,0,""
20,18,428,3,0,""
20,18,447,4,0,""
20,18,451,4,0,""
20,18,496,4,0,""
20,18,526,4,0,""
20,18,528,4,0,""
20,18,590,4,0,""
20,18,675,3,0,""
20,18,707,3,0,""
21,18,13,2,0,""
21,18,18,2,0,""
21,18,19,4,0,""
21,18,31,1,11,""
21,18,43,1,4,""
21,18,45,1,1,2.0
21,18,64,1,1,1.0
21,18,65,1,36,""
21,18,92,4,0,""
21,18,97,1,25,""
21,18,98,2,0,""
21,18,104,4,0,""
21,18,116,1,29,""
21,18,119,1,18,""
21,18,143,2,0,""
21,18,143,3,0,""
21,18,156,4,0,""
21,18,161,2,0,""
21,18,164,4,0,""
21,18,168,4,0,""
21,18,173,3,0,""
21,18,182,4,0,""
21,18,184,2,0,""
21,18,185,2,0,""
21,18,206,4,0,""
21,18,207,4,0,""
21,18,211,2,0,""
21,18,211,4,0,""
21,18,213,4,0,""
21,18,214,4,0,""
21,18,216,4,0,""
21,18,218,4,0,""
21,18,228,1,8,""
21,18,237,4,0,""
21,18,240,4,0,""
21,18,241,4,0,""
21,18,253,2,0,""
21,18,253,3,0,""
21,18,257,3,0,""
21,18,263,4,0,""
21,18,297,2,0,""
21,18,310,2,0,""
21,18,332,1,15,""
21,18,332,4,0,""
21,18,355,1,32,""
21,18,355,4,0,""
21,18,366,3,0,""
21,18,369,4,0,""
21,18,372,1,22,""
21,18,432,3,0,""
21,18,496,4,0,""
21,18,497,4,0,""
21,18,526,4,0,""
21,18,529,3,0,""
21,18,590,4,0,""
22,18,19,4,0,""
22,18,31,1,11,""
22,18,43,1,1,5.0
22,18,43,1,4,""
22,18,45,1,1,4.0
22,18,63,4,0,""
22,18,64,1,1,3.0
22,18,65,1,41,""
22,18,92,4,0,""
22,18,97,1,27,""
22,18,104,4,0,""
22,18,116,1,32,""
22,18,119,1,18,""
22,18,143,3,0,""
22,18,156,4,0,""
22,18,164,4,0,""
22,18,168,4,0,""
22,18,173,3,0,""
22,18,182,4,0,""
22,18,206,4,0,""
22,18,207,4,0,""
22,18,211,4,0,""
22,18,213,4,0,""
22,18,214,4,0,""
22,18,216,4,0,""
22,18,218,4,0,""
22,18,228,1,1,6.0
22,18,228,1,8,""
22,18,237,4,0,""
22,18,240,4,0,""
22,18,241,4,0,""
22,18,253,3,0,""
22,18,257,3,0,""
22,18,263,4,0,""
22,18,332,1,15,""
22,18,332,4,0,""
22,18,355,1,36,""
22,18,355,4,0,""
22,18,365,1,1,2.0
22,18,366,3,0,""
22,18,369,4,0,""
22,18,372,1,23,""
22,18,416,4,0,""
22,18,432,3,0,""
22,18,496,4,0,""
22,18,497,4,0,""
22,18,526,4,0,""
22,18,529,1,1,1.0
22,18,529,1,45,""
22,18,529,3,0,""
22,18,590,4,0,""
22,18,673,3,0,""
22,18,675,3,0,""
23,18,20,3,0,""
23,18,21,2,0,""
23,18,35,1,1,1.0
23,18,40,1,4,""
23,18,43,1,1,2.0
23,18,44,1,9,""
23,18,50,2,0,""
23,18,51,1,20,""
23,18,89,4,0,""
23,18,92,4,0,""
23,18,103,1,17,""
23,18,104,4,0,""
23,18,114,1,41,""
23,18,137,1,12,""
23,18,156,4,0,""
23,18,157,4,0,""
23,18,164,4,0,""
23,18,168,4,0,""
23,18,173,3,0,""
23,18,180,2,0,""
23,18,180,3,0,""
23,18,182,4,0,""
23,18,184,2,0,""
23,18,188,4,0,""
23,18,202,3,0,""
23,18,207,4,0,""
23,18,213,4,0,""
23,18,214,4,0,""
23,18,216,4,0,""
23,18,218,4,0,""
23,18,228,2,0,""
23,18,231,2,0,""
23,18,231,3,0,""
23,18,237,4,0,""
23,18,240,4,0,""
23,18,241,4,0,""
23,18,251,2,0,""
23,18,254,1,25,1.0
23,18,255,1,25,3.0
23,18,256,1,25,2.0
23,18,259,4,0,""
23,18,263,4,0,""
23,18,289,2,0,""
23,18,289,3,0,""
23,18,305,2,0,""
23,18,317,4,0,""
23,18,342,2,0,""
23,18,371,4,0,""
23,18,380,1,36,""
23,18,380,3,0,""
23,18,389,2,0,""
23,18,398,4,0,""
23,18,399,4,0,""
23,18,401,3,0,""
23,18,402,3,0,""
23,18,415,2,0,""
23,18,426,1,33,""
23,18,441,1,49,""
23,18,441,3,0,""
23,18,474,4,0,""
23,18,482,4,0,""
23,18,489,1,44,""
23,18,491,1,28,""
23,18,496,4,0,""
23,18,523,4,0,""
23,18,562,1,38,""
23,18,590,4,0,""
23,18,611,4,0,""
23,18,693,4,0,""
24,18,20,3,0,""
24,18,35,1,1,5.0
